,city,country,continent,total_score,cost_of_life,remote_workers,internet,fun,nightlife,safety,lack_of_crime,walkability,racism,foreigners_friendly,freedom_of_speech,female_friendly,LGBTQ_friendly,english_speaking,latitude,longitude,near_beach,photo
114,Minneapolis,United States,North America,3.69,3550,428.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,44.9772995,-93.2654692,No,https://nomadlist.com/assets/img/places/minneapolis-mn-united-states.jpg?1642723329
115,Ploiesti,Romania,Europe,3.64,1150,17.0,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,44.9417468,26.0236504,No,https://nomadlist.com/assets/img/places/ploiesti-romania.jpg?1653091384
116,Gdansk,Poland,Europe,3.9,1945,435.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,54.36119285,18.62860883362069,Yes,https://nomadlist.com/assets/img/places/gdansk-poland.jpg?1642528511
117,Jeju Island,South Korea,Asia,3.78,1714,303.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,33.38034745,126.5482544591205,Yes,https://nomadlist.com/assets/img/places/jeju-island-south-korea.jpg?1653004968
118,Seattle,United States,North America,3.62,4622,1067.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,47.6038321,-122.3300624,No,https://nomadlist.com/assets/img/places/seattle-wa-united-states.jpg?1644537689
119,Victoria,Canada,North America,3.55,3905,295.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,48.4283182,-123.3649533,No,https://nomadlist.com/assets/img/places/victoria-canada.jpg?1642528934
120,Edmonton,Canada,North America,3.54,2343,275.0,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,53.535411,-113.507996,No,https://nomadlist.com/assets/img/places/edmonton-canada.jpg?1642982507
121,Cologne,Germany,Europe,3.52,2734,589.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,50.938361,6.959974,No,https://nomadlist.com/assets/img/places/cologne-germany.jpg?1644624182
122,Paris,France,Europe,3.67,4304,2242.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,48.8588897,2.320041021720077,No,https://nomadlist.com/assets/img/places/paris-france.jpg?1653091378
123,Brussels,Belgium,Europe,3.5,2961,976.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,50.8465573,4.351697,No,https://nomadlist.com/assets/img/places/brussels-belgium.jpg?1642464172
124,Krabi,Thailand,Asia,3.68,1033,449.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,8.0610907,98.9161607,Yes,https://nomadlist.com/assets/img/places/krabi-thailand.jpg?1644883468
125,Mumbai,India,Asia,3.69,1304,499.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,19.0759899,72.8773928,Yes,https://nomadlist.com/assets/img/places/mumbai-india.jpg?1656028984
126,Luang Prabang,Laos,Asia,3.44,906,320.0,Slow,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,19.8887438,102.135898,No,https://nomadlist.com/assets/img/places/luang-prabang-laos.jpg?1642464209
127,Salt Lake City,United States,North America,3.6,2915,402.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,40.7596198,-111.8867975,No,https://nomadlist.com/assets/img/places/salta-argentina.jpg?1642529064
128,Varna,Bulgaria,Europe,3.82,1421,305.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,43.2073873,27.9166653,Yes,https://nomadlist.com/assets/img/places/varna-bulgaria.jpg?1642464133
129,Poznan,Poland,Europe,3.71,1463,348.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,52.4006632,16.91973259178088,No,https://nomadlist.com/assets/img/places/poznan-poland.jpg?1653091389
130,Tirana,Albania,Europe,3.62,1258,478.0,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,41.3281482,19.8184435,Yes,https://nomadlist.com/assets/img/places/tirana-albania.jpg?1642723325
131,Perth,Australia,Oceania,3.63,3882,384.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,-31.9558964,115.8605801,Yes,https://nomadlist.com/assets/img/places/perth-australia.jpg?1642464128
132,Aveiro,Portugal,Europe,3.49,2070,176.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,40.640496,-8.6537841,Yes,https://nomadlist.com/assets/img/places/aveiro-portugal.jpg?1642637032
133,Christchurch,New Zealand,Oceania,3.56,2445,327.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,-43.530955,172.6366455,Yes,https://nomadlist.com/assets/img/places/christchurch-new-zealand.jpg?1652400153
134,Hoi An,Vietnam,Asia,3.49,1041,607.0,Good,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,Good,Bad,15.8798137,108.3273939,Yes,https://nomadlist.com/assets/img/places/hoi-an-vietnam.jpg?1642528942
135,Porto Alegre,Brazil,Latin America,3.54,937,294.0,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,-30.0324999,-51.2303767,Yes,https://nomadlist.com/assets/img/places/porto-alegre-brazil.jpg?1644019357
136,Leipzig,Germany,Europe,3.55,2581,303.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,51.3406321,12.3747329,No,https://nomadlist.com/assets/img/places/leipzig-germany.jpg?1646265743
137,Suva,Fiji,Oceania,3.54,1976,133.0,Slow,Good,Bad,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,-18.1415884,178.4421662,Yes,https://nomadlist.com/assets/img/places/suva-fiji.jpg?1642464200
138,Praia,Cape Verde,Africa,3.53,2165,100.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,14.9162811,-23.5095095,Yes,https://nomadlist.com/assets/img/places/praia-cape-verde.jpg?1654647283
139,Katowice,Poland,Europe,3.41,2033,240.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,50.2137321,19.00588775660632,No,https://nomadlist.com/assets/img/places/katowice-poland.jpg?1653091474
140,Tokyo,Japan,Asia,3.59,3088,1636.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,35.6828387,139.7594549,No,https://nomadlist.com/assets/img/places/tokyo-japan.jpg?1653091419
141,San Diego,United States,North America,3.37,5113,801.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,32.7174202,-117.1627728,Yes,https://nomadlist.com/assets/img/places/san-diego-ca-united-states.jpg?1642723296
142,Galapagos Islands,Ecuador,Latin America,3.53,1363,253.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Bad,-0.62881505,-90.3638752022324,Yes,https://nomadlist.com/assets/img/places/galapagos-islands-ecuador.jpg?1654041957
143,Palawan,Philippines,Asia,3.54,1393,179.0,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,11.08336535,120.9163964165889,Yes,https://nomadlist.com/assets/img/places/palawan-philippines.jpg?1642464203
144,Orlando,United States,North America,3.46,3701,571.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,28.5421109,-81.3790304,Yes,https://nomadlist.com/assets/img/places/orlando-fl-united-states.jpg?1643673809
145,Puerto Vallarta,Mexico,Latin America,3.44,1870,653.0,Good,Good,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,20.6407176,-105.220306,Yes,https://nomadlist.com/assets/img/places/puerto-vallarta-mexico.jpg?1653005206
146,Nis,Serbia,Europe,3.58,972,139.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,43.3211301,21.8959232,No,https://nomadlist.com/assets/img/places/nis-serbia.jpg?1646957155
147,Lodz,Poland,Europe,3.52,1579,292.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,51.7728066,19.47849495849145,No,https://nomadlist.com/assets/img/places/lodz-poland.jpg?1642464179
148,Frankfurt,Germany,Europe,3.51,2866,565.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,50.1106444,8.6820917,No,https://nomadlist.com/assets/img/places/frankfurt-germany.jpg?1646524956
149,Dusseldorf,Germany,Europe,3.38,3160,475.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,51.2254018,6.7763137,No,https://nomadlist.com/assets/img/places/dusseldorf-germany.jpg?1646438859
150,Lille,France,Europe,3.5,3118,349.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,50.6365654,3.0635282,No,https://nomadlist.com/assets/img/places/lille-france.jpg?1653091460
151,New Orleans,United States,North America,3.48,4268,503.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,29.9759983,-90.0782127,Yes,https://nomadlist.com/assets/img/places/new-orleans-la-united-states.jpg?1655426944
152,Aberdeen,United Kingdom,Europe,3.39,3620,200.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,57.1482429,-2.0928095,No,https://nomadlist.com/assets/img/places/aberdeen-united-kingdom.jpg?1655078884
153,Winnipeg,Canada,North America,3.44,2561,206.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,49.8955367,-97.1384584,No,https://nomadlist.com/assets/img/places/winnipeg-canada.jpg?1653091426
154,Brampton,Canada,North America,3.57,2297,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,43.6858146,-79.7599337,No,https://nomadlist.com/assets/img/places/brampton-canada.jpg?1653091441
155,Liverpool,United Kingdom,Europe,3.39,3088,319.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,53.4071991,-2.99168,No,https://nomadlist.com/assets/img/places/liverpool-united-kingdom.jpg?1656892906
156,Senggigi,Indonesia,Asia,3.47,939,150.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,-8.4982478,116.0521267,Yes,https://nomadlist.com/assets/img/places/senggigi-lombok-indonesia.jpg?1642464326
157,Lublin,Poland,Europe,3.41,1237,142.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,51.2181945,22.55467756214516,No,https://nomadlist.com/assets/img/places/lublin-poland.jpg?1653005179
158,Tartu,Estonia,Europe,3.49,1893,200.0,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,58.3801207,26.72245,No,https://nomadlist.com/assets/img/places/tartu-estonia.jpg?1656461391
159,Queenstown,New Zealand,Oceania,3.5,3782,342.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,-45.0321923,168.661,Yes,https://nomadlist.com/assets/img/places/queenstown-new-zealand.jpg?1642723399
160,Asuncion,Paraguay,Latin America,3.4,1431,281.0,Slow,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,-25.2800459,-57.6343814,No,https://nomadlist.com/assets/img/places/asuncion-paraguay.jpg?1652832442
161,Hyderabad,India,Asia,3.27,679,274.0,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,17.360589,78.4740613,No,https://nomadlist.com/assets/img/places/hyderabad-india.jpg?1642464581
162,Port Elizabeth,South Africa,Africa,3.45,1661,183.0,Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Good,-33.9617051,25.6207519,Yes,https://nomadlist.com/assets/img/places/port-elizabeth-south-africa.jpg?1646006656
163,Paphos,Cyprus,Europe,3.46,2561,525.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,34.7743988,32.4231586,Yes,https://nomadlist.com/assets/img/places/paphos-cyprus.jpg?1654906741
164,Lake Balaton,Hungary,Europe,3.47,1277,50.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,46.8836527,17.84666349944917,No,https://nomadlist.com/assets/img/places/lake-balaton-hungary.jpg?1642464370
165,Newcastle Upon Tyne,United Kingdom,Europe,3.36,3987,209.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,54.9738474,-1.6131572,No,https://nomadlist.com/assets/img/places/newcastle-upon-tyne-united-kingdom.jpg?1642636992
166,Osijek,Croatia,Europe,3.47,1293,92.0,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Good,45.5548793,18.6953685,No,https://nomadlist.com/assets/img/places/osijek-croatia.jpg?1653091502
167,Pretoria,South Africa,Africa,3.31,1594,167.0,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,-25.7459277,28.1879101,No,https://nomadlist.com/assets/img/places/pretoria-south-africa.jpg?1653006455
168,Calgary,Canada,North America,3.48,3014,360.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,51.0460954,-114.065465,No,https://nomadlist.com/assets/img/places/calgary-canada.jpg?1642723429
169,Cuenca,Ecuador,Latin America,3.52,1732,292.0,Slow,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,-2.8971725,-79.0043742,No,https://nomadlist.com/assets/img/places/cuenca-ecuador.jpg?1642464166
170,Marrakesh,Morocco,Africa,3.31,1817,584.0,Slow,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,31.6258257,-7.9891608,No,https://nomadlist.com/assets/img/places/marrakesh-morocco.jpg?1646784329
171,Saskatoon,Canada,North America,3.47,2387,117.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.131802,-106.660767,No,https://nomadlist.com/assets/img/places/saskatoon-canada.jpg?1642464283
172,Osaka,Japan,Asia,3.36,2004,766.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,34.6198813,135.490357,No,https://nomadlist.com/assets/img/places/osaka-japan.jpg?1645401802
173,Regina,Canada,North America,3.45,2452,67.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,50.44876,-104.61731,No,https://nomadlist.com/assets/img/places/regina-canada.jpg?1643587954
174,Kansas City,United States,North America,3.61,2877,428.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,39.100105,-94.5781416,No,https://nomadlist.com/assets/img/places/kansas-city-mo-united-states.jpg?1642464136
175,Vadodara,India,Asia,3.03,920,17.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,22.2973142,73.1942567,No,https://nomadlist.com/assets/img/places/vadodara-india.jpg?1653006834
176,Fayetteville,United States,North America,3.42,2666,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,36.0625843,-94.1574328,No,https://nomadlist.com/assets/img/places/fayetteville-nc-united-states.jpg?1653005380
177,Haikou,China,Asia,3.45,1333,33.0,Slow,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,20.0462328,110.1956502,Yes,https://nomadlist.com/assets/img/places/haikou-china.jpg?1653005104
178,San Antonio,United States,North America,3.51,3567,388.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,29.4246002,-98.4951405,No,https://nomadlist.com/assets/img/places/san-antonio-tx-united-states.jpg?1655339389
179,Palermo,Italy,Europe,3.41,2924,390.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,38.1112268,13.3524434,No,https://nomadlist.com/assets/img/places/palermo-italy.jpg?1642637428
180,General Santos,Philippines,Asia,3.48,1099,33.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,6.112331,125.1717145,Yes,https://nomadlist.com/assets/img/places/general-santos-philippines.jpg?1653091495
181,Adelaide,Australia,Oceania,3.35,3092,271.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,-34.9281805,138.5999312,Yes,https://nomadlist.com/assets/img/places/adelaide-australia.jpg?1653005190
182,Antigua,Guatemala,Latin America,3.51,1370,421.0,Slow,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Bad,14.5589875,-90.7333258,No,https://nomadlist.com/assets/img/places/antigua-guatemala.jpg?1642464221
183,Seminyak,Indonesia,Asia,3.78,798,507.0,Slow,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,-8.6908357,115.1641975,Yes,https://nomadlist.com/assets/img/places/seminyak-bali-indonesia.jpg?1653091353
184,Toulouse,France,Europe,3.45,2186,366.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,43.6044622,1.4442469,No,https://nomadlist.com/assets/img/places/toulouse-france.jpg?1654301374
185,Busan,South Korea,Asia,3.49,2115,346.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,35.1799528,129.0752365,Yes,https://nomadlist.com/assets/img/places/busan-south-korea.jpg?1642637119
186,Mcallen,United States,North America,3.4,2537,50.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,26.2043691,-98.230082,No,https://nomadlist.com/assets/img/places/mcallen-tx-united-states.jpg?1653437202
187,Jamshedpur,India,Asia,3.24,945,17.0,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,22.8015194,86.2029579,No,https://nomadlist.com/assets/img/places/jamshedpur-india.jpg?1651190839
188,Rijeka,Croatia,Europe,3.48,1575,216.0,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Good,45.3271752,14.4412309,Yes,https://nomadlist.com/assets/img/places/rijeka-croatia.jpg?1646611319
189,Oaxaca,Mexico,Latin America,3.68,1338,758.0,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,17.0,-96.5,No,https://nomadlist.com/assets/img/places/oaxaca-mexico.jpg?1642464123
190,Kuching,Malaysia,Asia,3.4,827,279.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,1.5574127,110.3439862,Yes,https://nomadlist.com/assets/img/places/kuching-malaysia.jpg?1647389092
191,Rotterdam,Netherlands,Europe,3.36,4262,442.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,51.9244424,4.47775,No,https://nomadlist.com/assets/img/places/rotterdam-netherlands.jpg?1642637080
192,Winston,United States,North America,3.14,3468,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,43.1220119,-123.4131383,No,https://nomadlist.com/assets/img/places/winston-nc-united-states.jpg?1653006264
193,Ogden,United States,North America,3.42,2654,50.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,41.2230048,-111.9738429,No,https://nomadlist.com/assets/img/places/ogden-ut-united-states.jpg?1653005202
194,Dhanbad,India,Asia,3.23,808,0.0,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,23.7952809,86.4309638,No,https://nomadlist.com/assets/img/places/dhanbad-india.jpg?1653006209
195,Columbus,United States,North America,3.4,3168,238.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,39.9622601,-83.0007065,No,https://nomadlist.com/assets/img/places/columbus-oh-united-states.jpg?1653005212
196,Pattaya,Thailand,Asia,3.26,1210,394.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,12.9366674,100.8864587,Yes,https://nomadlist.com/assets/img/places/pattaya-thailand.jpg?1643069043
197,Reykjavik,Iceland,Europe,3.43,4054,655.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,64.145981,-21.9422367,No,https://nomadlist.com/assets/img/places/reykjavik-iceland.jpg?1642464331
198,Faro,Portugal,Europe,3.39,2101,296.0,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,37.0162727,-7.9351771,Yes,https://nomadlist.com/assets/img/places/faro-portugal.jpg?1642464318
199,Sioux Falls,United States,North America,3.37,2900,210.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,43.5412244,-96.73366465001021,No,https://nomadlist.com/assets/img/places/sioux-falls-sd-united-states.jpg?1653005317
200,Brisbane,Australia,Oceania,3.45,3654,452.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,-27.4689682,153.0234991,Yes,https://nomadlist.com/assets/img/places/brisbane-australia.jpg?1653005103
201,Nantes,France,Europe,3.38,2249,334.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,47.2186371,-1.5541362,No,https://nomadlist.com/assets/img/places/nantes-france.jpg?1642464268
202,Malmo,Sweden,Europe,3.44,2689,348.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,55.6052931,13.0001566,Yes,https://nomadlist.com/assets/img/places/malmo-sweden.jpg?1653177768
203,Stuttgart,Germany,Europe,3.5,2751,406.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,48.7784485,9.1800132,No,https://nomadlist.com/assets/img/places/stuttgart-germany.jpg?1642464290
204,Ko Lanta,Thailand,Asia,3.37,1422,786.0,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,7.55984195,99.05728875374527,Yes,https://nomadlist.com/assets/img/places/ko-lanta-thailand.jpg?1653005191
205,Craiova,Romania,Europe,3.4,1151,67.0,Good,Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,44.3190159,23.7965614,No,https://nomadlist.com/assets/img/places/craiova-romania.jpg?1642529019
206,Goa,India,Asia,3.29,1023,355.0,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,15.3503192,74.10178169795284,Yes,https://nomadlist.com/assets/img/places/goa-india.jpg?1643156632
207,Salta,Argentina,Latin America,3.37,727,243.0,Slow,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,-25.1076701,-64.3494964,No,https://nomadlist.com/assets/img/places/salt-lake-city-ut-united-states.jpg?1653091416
208,Manchester,United Kingdom,Europe,3.58,3370,537.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,53.4794892,-2.2451148,No,https://nomadlist.com/assets/img/places/manchester-united-kingdom.jpg?1653091430
209,Hua Hin,Thailand,Asia,3.34,1302,316.0,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,12.5672395,99.954586,Yes,https://nomadlist.com/assets/img/places/hua-hin-thailand.jpg?1653005176
210,Zadar,Croatia,Europe,3.39,2121,359.0,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,44.1168594,15.2353257,Yes,https://nomadlist.com/assets/img/places/zadar-croatia.jpg?1643155578
211,Surrey,Canada,North America,3.37,2917,17.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,49.1913033,-122.8491439,No,https://nomadlist.com/assets/img/places/surrey-canada.jpg?1642529014
212,Leicester,United Kingdom,Europe,3.29,3063,156.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.6361398,-1.1330789,No,https://nomadlist.com/assets/img/places/leicester-united-kingdom.jpg?1653005233
213,Cairns,Australia,Oceania,3.38,2762,264.0,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,-16.9206657,145.7721854,Yes,https://nomadlist.com/assets/img/places/cairns-australia.jpg?1656288294
214,Kingsport,United States,North America,3.33,2736,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,36.550238,-82.5594293,No,https://nomadlist.com/assets/img/places/kingsport-tn-united-states.jpg?1653005683
215,Montpellier,France,Europe,3.35,2826,375.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,43.6112422,3.8767337,Yes,https://nomadlist.com/assets/img/places/montpellier-france.jpg?1651708940
216,Kochi,India,Asia,3.42,541,274.0,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,9.931308,76.2674136,Yes,https://nomadlist.com/assets/img/places/kochi-india.jpg?1642724599
